,OBSPROJECT_UID,PI,PRJ_NAME,CODE,PRJ_SCIENTIFIC_RANK,PRJ_VERSION,PRJ_LETTER_GRADE,PRJ_STATUS,OBSPROPOSAL_UID,EXEC,timestamp,xmlfile,SCICAT,BANDS,time12m_aprc,time7m_aprc,timeTP_aprc,timeNonStd_aprc,APRCRank,APRCGrade,OBSREVIEW_UID
239,uid://A001/X1ee/X41d,lcolina,NGC 4303. Molecular gas feeding and feedback in a nearby galaxy core with a young massive stellar cluster plus AGN,2015.1.00479.S,644.0,0,C,Phase1Submitted,uid://A001/X1ee/X41e,EU,0,uid___A001_X1ee_X41d.xml,2,6.0,2.0,0.0,0.0,0.0,644,U,uid://A001/X200/X49b
240,uid://A001/X1ed/X408,dfedele,On the Gas-to-Gust Mass ratio in T Tauri Disks,2015.1.00486.S,841.0,0,C,Phase1Submitted,uid://A001/X1ed/X409,EU,0,uid___A001_X1ed_X408.xml,4,6.0,5.1,0.0,0.0,0.0,841,C,uid://A001/X200/X4f1
241,uid://A001/X1ee/X6d5,srandall,Unveiling the enigmatic AGB star GX Mon,2015.1.00689.S,461.0,0,C,Phase1Submitted,uid://A001/X1ee/X6d6,EU,0,uid___A001_X1ee_X6d5.xml,5,6.0,1.9,0.0,0.0,0.0,461,U,uid://A001/X200/X1b4
242,uid://A001/X1ed/Xd6d,thunter,Measuring the luminosity of massive protostars via their millimeter brightness temperature,2015.1.01163.S,325.0,0,B,Phase1Submitted,uid://A001/X1ed/Xd6e,NA,0,uid___A001_X1ed_Xd6d.xml,3,486.0,2.8,0.0,0.0,2.8,325,B,uid://A001/X200/Xe5b
243,uid://A001/X1ee/X73e,eberger,Gamma-ray Burst Physics with ALMA:  Direct Implications for the Explosions and Progenitors,2015.1.00721.T,428.0,0,C,Phase1Submitted,uid://A001/X1ee/X73f,NA,0,uid___A001_X1ee_X73e.xml,1,3.0,9.5,0.0,0.0,0.0,428,U,uid://A001/X201/X33b
244,uid://A001/X1ed/X10b8,tdiazsantos,Small Beams on Big Deficits: Probing the Molecular ISM in the Most Compact Starbursts,2015.1.01356.S,1013.0,0,C,Phase1Submitted,uid://A001/X1ed/X10b9,CL,0,uid___A001_X1ed_X10b8.xml,2,7.0,5.1,0.0,0.0,0.0,1013,U,uid://A001/X200/X1199
245,uid://A001/X1ee/X1091,sbarenfe,A Glimpse into the Final Stages of Protoplanetary Disk Evolution,2015.1.01358.S,787.0,0,C,Phase1Submitted,uid://A001/X1ee/X1092,NA,0,uid___A001_X1ee_X1091.xml,4,7.0,4.5,0.0,0.0,0.0,787,U,uid://A001/X200/X1204
246,uid://A001/X1ed/X4f2,mtkriek,Molecular gas content of a recently quenched compact post-starburst galaxy at z=0.604,2015.1.00559.S,837.0,0,C,Phase1Submitted,uid://A001/X1ed/X4f3,NA,0,uid___A001_X1ed_X4f2.xml,1,4.0,2.5,0.0,0.0,0.0,837,U,uid://A001/X200/X80e
247,uid://A001/X1ed/X478,caux,Mapping the D/H ratio of Complex Organic Molecules in IRAS16293-2422 to probe its dynamics and chemistry,2015.1.00532.S,226.0,0,B,Phase1Submitted,uid://A001/X1ed/X479,EU,0,uid___A001_X1ed_X478.xml,3,7.0,2.9,0.0,0.0,0.0,226,B,uid://A001/X200/X76f
248,uid://A001/X1ee/X471,bronfman,Physical properties of CO dark molecular gas from multi-band absorption observations,2015.1.00503.S,983.0,0,C,Phase1Submitted,uid://A001/X1ee/X472,CL,0,uid___A001_X1ee_X471.xml,3,367.0,7.0,0.0,0.0,0.0,983,C,uid://A001/X200/X58b
249,uid://A001/X1ee/X18f,lnyman,A survey of carbon-rich circumstellar envelopes,2015.1.00292.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X190,EU,0,uid___A001_X1ee_X18f.xml,5,3.0,9.3,0.0,0.0,0.0,1254,U,uid://A001/X200/X377
250,uid://A001/X1ed/X10b1,vstrazzu,Cold gas in the most distant cluster galaxies:  completing the ALMA picture of CL J1449+0856 at z=2,2015.1.01355.S,491.0,0,C,Phase1Submitted,uid://A001/X1ed/X10b2,EU,0,uid___A001_X1ed_X10b1.xml,1,4.0,4.0,0.0,0.0,0.0,491,C,uid://A001/X200/X118b
251,uid://A001/X1ed/X5b8,rjassef,"Observations of the [Cii]Emission Line in Hot, Dust-Obscured Galaxies",2015.1.00612.S,351.0,0,B,Phase1Submitted,uid://A001/X1ed/X5b9,CL,0,uid___A001_X1ed_X5b8.xml,1,8.0,5.5,0.0,0.0,5.5,351,B,uid://A001/X201/X505
252,uid://A001/X1ed/X600,elnjensen,Are Planetary Orbits Aligned with Binary Orbits?,2015.1.00637.S,304.0,0,B,Phase1Submitted,uid://A001/X1ed/X601,NA,0,uid___A001_X1ed_X600.xml,4,7.0,3.8,0.0,0.0,0.0,304,B,uid://A001/X201/X119
253,uid://A001/X1ee/Xcf0,kfujii,Molecular gas associated with the LMC Supernova remnants,2015.1.01130.S,1014.0,0,C,Phase1Submitted,uid://A001/X1ee/Xcf1,EA,0,uid___A001_X1ee_Xcf0.xml,3,3.0,1.2,2.3,0.0,0.0,1014,C,uid://A001/X200/Xce6
254,uid://A001/X1ee/Xf58,vishwas,Gargantua or Lensed? Resolving the Interstellar medium of a galaxy at z~3,2015.1.01280.S,681.0,0,C,Phase1Submitted,uid://A001/X1ee/Xf59,NA,0,uid___A001_X1ee_Xf58.xml,1,6748.0,6.0,0.0,0.0,1.9,681,U,uid://A001/X201/Xadb
255,uid://A001/X1ed/X637,kazu8astro,Early Evolution of Shadow Side in the Universe: Search for [C II]in DLAs at z~4.5,2015.1.00651.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X638,EA,0,uid___A001_X1ed_X637.xml,1,7.0,1.8,0.0,0.0,0.0,1482,U,uid://A001/X200/Xff
256,uid://A001/X1ee/Xe95,misakiando,Jet-Tail Interaction and Star Formation in the Merger Remnant NGC 7252,2015.1.01231.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/Xe96,EA,0,uid___A001_X1ee_Xe95.xml,2,3.0,0.8,1.7,3.4,0.0,1315,U,uid://A001/X200/Xed4
257,uid://A001/X1ee/X544,minylee,Unraveling the Processes of Molecular Gas Excitation in N159W with ALMA,2015.1.00564.S,947.0,0,C,Phase1Submitted,uid://A001/X1ee/X545,EU,0,uid___A001_X1ee_X544.xml,3,98.0,2.1,4.3,0.0,2.1,947,U,uid://A001/X200/X824
258,uid://A001/X1ed/X3ef,maryamsa,The carbon footprint of R Scl,2015.1.00481.S,555.0,0,C,Phase1Submitted,uid://A001/X1ed/X3f0,EU,0,uid___A001_X1ed_X3ef.xml,5,8.0,4.0,7.9,0.0,4.0,555,U,uid://A001/X200/X4b1
259,uid://A001/X1ed/Xe53,greenwood,Prototyping the chemical abundances of compact brown dwarf disks,2015.1.01219.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/Xe54,EU,0,uid___A001_X1ed_Xe53.xml,4,7.0,6.5,0.0,0.0,0.0,1200,U,uid://A001/X200/X1080
260,uid://A001/X1ed/X426,fcombes,NGC 4650A: the prototype Polar Ring Galaxy,2015.1.00498.S,802.0,0,C,Phase1Submitted,uid://A001/X1ed/X427,EU,0,uid___A001_X1ed_X426.xml,2,7.0,6.1,0.0,0.0,0.0,802,U,uid://A001/X200/X550
261,uid://A001/X1ee/X465,sleon,"Investigating the interplay between molecular gas, star formation and a powerful radio jet in the radio galaxy 3C 264",2015.1.00501.S,690.0,0,C,Phase1Submitted,uid://A001/X1ee/X466,EU,0,uid___A001_X1ee_X465.xml,2,73.0,2.2,0.0,0.0,0.8,690,U,uid://A001/X201/X3b0
262,uid://A001/X1ed/Xbdd,whwang,Shedding Light on Distant Starburst Galaxies Hosting Dust-Obscured gamma-ray Bursts,2015.1.01054.S,650.0,0,C,Phase1Submitted,uid://A001/X1ed/Xbde,EA,0,uid___A001_X1ed_Xbdd.xml,1,7.0,7.2,0.0,0.0,0.0,650,C,uid://A001/X200/Xaf0
263,uid://A001/X1ee/Xa28,stevenf,Going to the Dark Side: Probing Gas in Normal High-Redshift Galaxies,2015.1.00936.S,1028.0,0,C,Phase1Submitted,uid://A001/X1ee/Xa29,NA,0,uid___A001_X1ee_Xa28.xml,1,37.0,6.6,0.0,0.0,0.0,1028,U,uid://A001/X201/X894
264,uid://A001/X1ed/X155,cmcasey,"Galaxies' Gas Supply in a z=2.47 Massive, Star-forming Protocluster",2015.1.00282.S,629.0,0,C,Phase1Submitted,uid://A001/X1ed/X156,NA,0,uid___A001_X1ed_X155.xml,1,7.0,6.5,0.0,0.0,0.0,629,U,uid://A001/X200/X2ce
265,uid://A001/X1ed/X2cd,jelee,Structure of Protostellar Disks from the Hot Sub-AU Region to the Cold Hundreds-AU Region,2015.1.00397.S,523.0,0,B,Phase1Submitted,uid://A001/X1ed/X2ce,EA,0,uid___A001_X1ed_X2cd.xml,4,7.0,4.1,0.0,0.0,0.0,523,B,uid://A001/X200/Xba7
266,uid://A001/X1ed/Xa45,ynishimura,Characterizing Molecular-Cloud-Scale Chemistry in the Large Magellanic Cloud,2015.1.00946.S,587.0,0,C,Phase1Submitted,uid://A001/X1ed/Xa46,EA,0,uid___A001_X1ed_Xa45.xml,3,3.0,4.7,0.0,0.0,0.0,587,U,uid://A001/X200/Xc6b
267,uid://A001/X1ed/X860,tachihara,Chemical and mechanical feedback effect from a young prototstar,2015.1.00809.S,899.0,0,C,Phase1Submitted,uid://A001/X1ed/X861,EA,0,uid___A001_X1ed_X860.xml,3,8.0,7.3,0.0,0.0,7.3,899,U,uid://A001/X200/X786
268,uid://A001/X1ee/X99a,mreiter,Resolving the early accretion and outflow of the intermediate-mass protostar driving HH 900,2015.1.00893.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X99b,NA,0,uid___A001_X1ee_X99a.xml,3,6.0,8.3,0.0,0.0,0.0,1484,U,uid://A001/X200/Xc13
269,uid://A001/X1ee/X7,nanaseharada,Chemistry in the Brightest Face-On Starburst Galaxy,2015.1.00175.S,710.0,0,C,Phase1Submitted,uid://A001/X1ee/X8,EA,0,uid___A001_X1ee_X7.xml,2,367.0,6.6,0.0,0.0,0.0,710,C,uid://A001/X200/X17a3
270,uid://A001/X1ee/Xd51,llfan,"Molecular gas in WISE-selected Hyper-luminous Hot, Dust-obscured Galaxies",2015.1.01148.S,140.0,0,A,Phase1Submitted,uid://A001/X1ee/Xd52,OTHER,0,uid___A001_X1ee_Xd51.xml,1,3.0,2.0,0.0,0.0,0.0,140,A,uid://A001/X200/Xdfc
271,uid://A001/X1ee/X459,beuther,High-mass disk formation and fragmentation,2015.1.00496.S,252.0,0,B,Phase1Submitted,uid://A001/X1ee/X45a,EU,0,uid___A001_X1ee_X459.xml,3,6.0,5.0,0.0,0.0,5.0,252,B,uid://A001/X200/X52e
272,uid://A001/X1fa/X1,kas,Quasi-Periodic Oscillation of Sgr A*,2015.1.01566.S,90893.0,0,D,Phase1Submitted,uid://A001/X1fa/X2,EA,0,uid___A001_X1fa_X1.xml,2,7.0,6.0,0.0,0.0,0.0,90893,I,uid://A001/X200/X160d
273,uid://A001/X1ee/Xcd1,timkempen,Disk alignment during clustered star formation in NGC2071,2015.1.01116.S,638.0,0,C,Phase1Submitted,uid://A001/X1ee/Xcd2,EU,0,uid___A001_X1ee_Xcd1.xml,4,3.0,1.1,0.0,0.0,1.1,638,U,uid://A001/X200/Xca5
274,uid://A001/X1ed/X1090,dzliu,CO excitation peak and dense warm star-forming gas in normal and starburst galaxies at z~1.5,2015.1.01350.S,90668.0,0,D,Phase1Submitted,uid://A001/X1ed/X1091,EU,0,uid___A001_X1ed_X1090.xml,1,764.0,5.7,0.0,0.0,0.0,90668,I,uid://A001/X200/X1164
275,uid://A001/X1ee/X479,mstrandet,A search for the most distant and extreme starbursts in the Universe,2015.1.00504.S,180.0,0,B,Phase1Submitted,uid://A001/X1ee/X47a,EU,0,uid___A001_X1ee_X479.xml,1,37.0,15.6,0.0,0.0,0.0,180,B,uid://A001/X200/X5f1
276,uid://A001/X1b3/X14,cceccarelli,Molecular ions and protostellar MeV particle irradiation,2015.1.00051.S,999999.0,0,C,Phase1Submitted,uid://A001/X1b3/X15,EU,0,uid___A001_X1b3_X14.xml,3,687.0,1.8,3.7,2.4,0.6,1395,U,uid://A001/X200/X13d8
277,uid://A001/X198/X59,miamanishi,The role of infrared radiative pumping for molecular gas emission in AGNs,2015.1.00028.S,135.0,0,B,Phase1Submitted,uid://A001/X198/X5a,EA,0,uid___A001_X198_X59.xml,2,93.0,2.9,0.0,0.0,1.6,135,B,uid://A001/X200/X11f6
278,uid://A001/X1ed/X104b,osmietti,A search for carbon-bearing molecules in a z=4.3 submillimetre galaxy in the COSMOS field,2015.1.01340.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X104c,OTHER,0,uid___A001_X1ed_X104b.xml,1,3.0,6.2,0.0,0.0,0.0,1346,U,uid://A001/X200/X1130
279,uid://A001/X1ed/X12a5,gvdplas,Dynamical Masses of a Taurus Low Mass Star and Brown Dwarf,2015.1.01460.S,339.0,0,B,Phase1Submitted,uid://A001/X1ed/X12a6,CL,0,uid___A001_X1ed_X12a5.xml,4,6.0,3.5,0.0,0.0,0.0,339,B,uid://A001/X201/Xc9d
280,uid://A001/X1ed/X13da,irs,AS2UDS : Clustering of ~1000 ALMA-identified submillimeter galaxies,2015.1.01528.S,233.0,0,B,Phase1Submitted,uid://A001/X1ed/X13db,EU,0,uid___A001_X1ed_X13da.xml,1,7.0,11.1,0.0,0.0,0.0,233,B,uid://A001/X200/X14c6
281,uid://A001/X1ed/Xa1e,lricci,Investigating molecular gas in disks around young Brown Dwarfs with ALMA,2015.1.00934.S,276.0,0,B,Phase1Submitted,uid://A001/X1ed/Xa1f,NA,0,uid___A001_X1ed_Xa1e.xml,4,7.0,4.2,0.0,0.0,0.0,276,B,uid://A001/X200/Xc3c
282,uid://A001/X1ed/Xa5c,ypao,What Powers the Lyman alpha Blobs?,2015.1.00952.S,766.0,0,C,Phase1Submitted,uid://A001/X1ed/Xa5d,EA,0,uid___A001_X1ed_Xa5c.xml,1,6.0,3.9,0.0,0.0,0.0,766,C,uid://A001/X200/Xcea
283,uid://A001/X1ed/X1f4,aevans,Do Optically-Luminous PG QSOs in the Local Universe Reside in Molecular Gas-Rich Hosts?,2015.1.00329.S,307.0,0,B,Phase1Submitted,uid://A001/X1ed/X1f5,NA,0,uid___A001_X1ed_X1f4.xml,2,3.0,4.4,0.0,0.0,0.0,307,B,uid://A001/X201/X51b
284,uid://A001/X1fb/X3c,amaury,A mini ALMA survey to test magnetized protostellar collapse: Class 0 protostars from the CALYPSO survey at 20 AU resolution,2015.1.01591.S,913.0,0,C,Phase1Submitted,uid://A001/X1fb/X3d,EU,0,uid___A001_X1fb_X3c.xml,3,7.0,9.4,0.0,0.0,0.0,913,U,uid://A001/X201/Xed3
285,uid://A001/X1ee/X599,eurobenjy,The Mass-Loss Rates of Red Supergiants,2015.1.00595.S,20668.0,0,D,Phase1Submitted,uid://A001/X1ee/X59a,EU,0,uid___A001_X1ee_X599.xml,5,96.0,0.0,0.0,0.0,3.2,20668,O,uid://A001/X201/X464
286,uid://A001/X1b3/X107,jmangum,Dense Gas Thermometry and Densitometry of the Polar Ring Galaxy NGC660,2015.1.00129.S,563.0,0,C,Phase1Submitted,uid://A001/X1b3/X108,NA,0,uid___A001_X1b3_X107.xml,2,7.0,2.1,0.0,0.0,0.0,563,U,uid://A001/X200/X16d0
287,uid://A001/X199/X50,cvlahakis,Cloud-scale imaging of molecular gas in the iconic Sombrero galaxy,2015.1.00031.S,1116.0,0,C,Phase1Submitted,uid://A001/X199/X51,EU,0,uid___A001_X199_X50.xml,2,3.0,7.6,0.0,0.0,0.0,1116,U,uid://A001/X200/X1200
288,uid://A001/X1ed/X360,joecm,Not without a fight: probing cloud destruction and triggered star formation in Carina via pillar kinematics,2015.1.00437.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X361,EU,0,uid___A001_X1ed_X360.xml,3,6.0,18.7,37.4,74.7,0.0,1372,U,uid://A001/X201/X193
289,uid://A001/X1ed/X11dc,alh,Dense Gas and Star Formation in the VV 219 Merger and Comparison to Galactic Regions,2015.1.01414.S,677.0,0,C,Phase1Submitted,uid://A001/X1ed/X11dd,NA,0,uid___A001_X1ed_X11dc.xml,2,3.0,1.8,0.0,0.0,0.0,677,U,uid://A001/X200/X139a
290,uid://A001/X1ee/X6b3,cqi,Survey of CO Snow Lines in Solar Nebula Analogues,2015.1.00678.S,209.0,0,B,Phase1Submitted,uid://A001/X1ee/X6b4,NA,0,uid___A001_X1ee_X6b3.xml,4,7.0,7.9,0.0,0.0,0.0,209,B,uid://A001/X201/X2ca
291,uid://A001/X1ee/X1173,syliu,The Disk and Outflows in A Massive Young Stellar Object NGC2264 CMM3,2015.1.01422.S,733.0,0,C,Phase1Submitted,uid://A001/X1ee/X1174,EA,0,uid___A001_X1ee_X1173.xml,3,9.0,2.7,0.0,0.0,2.7,733,U,uid://A001/X201/Xe35
292,uid://A001/X1ee/X117a,jsgreaves,Confirming a proto-planetary disc around the Geminga pulsar,2015.1.01423.S,434.0,0,C,Phase1Submitted,uid://A001/X1ee/X117b,EU,0,uid___A001_X1ee_X117a.xml,4,9.0,1.1,0.0,0.0,1.1,434,U,uid://A001/X201/Xb18
293,uid://A001/X1b1/Xd,tomkam,A study of stellar mergers through measurements of their disks and outflows,2015.1.00048.S,55.0,0,A,Phase1Submitted,uid://A001/X1b1/Xe,EU,0,uid___A001_X1b1_Xd.xml,5,7.0,3.2,0.0,0.0,0.0,55,A,uid://A001/X200/X13ce
294,uid://A001/X1ee/X26b,clagos,Robust estimates of the Molecular Hydrogen Mass in high-redshift Luminous Galaxies: Measurements of HF and CH,2015.1.00360.S,310.0,0,C,Phase1Submitted,uid://A001/X1ee/X26c,EU,0,uid___A001_X1ee_X26b.xml,1,987.0,3.8,0.0,0.0,3.2,310,U,uid://A001/X200/X951
295,uid://A001/X1ed/X44d,davecl,The Most Extreme Starbursts in the Early Universe,2015.1.00521.S,376.0,0,C,Phase1Submitted,uid://A001/X1ed/X44e,EU,0,uid___A001_X1ed_X44d.xml,1,3.0,10.7,0.0,0.0,10.7,376,U,uid://A001/X200/X6fc
296,uid://A001/X1ee/Xa9b,karinoberg,The astrochemical evolution from disk formation to disk dissipation,2015.1.00964.S,759.0,0,C,Phase1Submitted,uid://A001/X1ee/Xa9c,NA,0,uid___A001_X1ee_Xa9b.xml,3,6.0,19.0,0.0,0.0,0.0,759,C,uid://A001/X200/Xd94
297,uid://A001/X1ed/Xf3e,mkenworthy,Direct detection of a primordial giant exoring system around J1407b,2015.1.01276.S,579.0,0,C,Phase1Submitted,uid://A001/X1ed/Xf3f,EU,0,uid___A001_X1ed_Xf3e.xml,4,7.0,5.1,0.0,0.0,0.0,579,U,uid://A001/X201/Xacb
298,uid://A001/X1ed/Xf38,briaz,Molecular outflow activity in proto-brown dwarfs,2015.1.01275.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/Xf39,EU,0,uid___A001_X1ed_Xf38.xml,3,6.0,6.7,0.0,0.0,0.0,1403,U,uid://A001/X201/Xac6
299,uid://A001/X1ed/Xab6,afurniss,Molecular Gas in Blazars: A Long-awaited Window into the Blazar Origin and Evolution,2015.1.00980.S,90891.0,0,D,Phase1Submitted,uid://A001/X1ed/Xab7,NA,0,uid___A001_X1ed_Xab6.xml,2,3.0,3.6,0.0,0.0,0.0,90891,I,uid://A001/X200/Xde1
300,uid://A001/X1ee/X68b,kwang,Mass assembly in the pre-stellar phase of high-mass star formation,2015.1.00667.S,408.0,0,C,Phase1Submitted,uid://A001/X1ee/X68c,EU,0,uid___A001_X1ee_X68b.xml,3,6.0,1.9,3.7,7.5,0.0,408,C,uid://A001/X201/X299
301,uid://A001/X1ee/X49a,guilloteau,Edge-on disks as test-bed of turbulence and chemistry: the Flying Saucer,2015.1.00510.S,446.0,0,C,Phase1Submitted,uid://A001/X1ee/X49b,EU,0,uid___A001_X1ee_X49a.xml,4,6.0,4.1,0.0,0.0,0.0,446,U,uid://A001/X200/X62e
302,uid://A001/X1ed/X1244,wiklind,Optically dark submm Galaxies,2015.1.01441.S,91123.0,0,D,Phase1Submitted,uid://A001/X1ed/X1245,NA,0,uid___A001_X1ed_X1244.xml,1,3.0,1.9,0.0,0.0,1.9,91123,I,uid://A001/X201/Xb8e
303,uid://A001/X1fc/X43,khachisuka,Multiple massive protostars within 0.01 pc  can be seen by ALMA,2015.1.01606.S,999999.0,0,C,Phase1Submitted,uid://A001/X1fc/X44,EA,0,uid___A001_X1fc_X43.xml,3,6.0,0.7,0.0,0.0,0.0,1177,U,uid://A001/X200/X1761
304,uid://A001/X1ee/X1080,valentin,What is the origin of spiral arms in the disk of HD 142527?,2015.1.01353.S,329.0,0,B,Phase1Submitted,uid://A001/X1ee/X1081,CL,0,uid___A001_X1ee_X1080.xml,4,63.0,3.5,0.0,0.0,0.0,329,B,uid://A001/X200/X117a
305,uid://A001/X1ee/X7d,rliseau,The Sun-as-a-star synergy: the activity of the nearest stars,2015.1.00211.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X7e,EU,0,uid___A001_X1ee_X7d.xml,5,38.0,3.8,0.0,0.0,0.4,1154,U,uid://A001/X201/X46
306,uid://A001/X1ed/X62b,harperg,Stars on the Verge -Thermal Continuum Tomography of the Nearby Red Supergiant SN II progenitor: Antares,2015.1.00647.S,487.0,0,C,Phase1Submitted,uid://A001/X1ed/X62c,NA,0,uid___A001_X1ed_X62b.xml,5,346798.0,3.4,0.0,0.0,3.4,487,U,uid://A001/X201/X16f
307,uid://A001/X1ee/X521,pnbest,"Advection-dominated accretion, and the efficiency of jet production.",2015.1.00554.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X522,EU,0,uid___A001_X1ee_X521.xml,2,637.0,11.6,0.0,0.0,0.0,1382,U,uid://A001/X200/X7ee
308,uid://A001/X1ee/Xb2,kohta,Molecular cloud and star formation in bar of NGC 1300,2015.1.00227.S,1094.0,0,C,Phase1Submitted,uid://A001/X1ee/Xb3,EA,0,uid___A001_X1ee_Xb2.xml,2,3.0,7.9,0.0,0.0,0.0,1094,U,uid://A001/X201/X200
309,uid://A001/X1fb/X96,ajbaker,Resolved CO mapping of lensed ACT DSFGs,2015.1.01609.S,999999.0,0,C,Phase1Submitted,uid://A001/X1fb/X97,NA,0,uid___A001_X1fb_X96.xml,1,3.0,4.6,0.0,0.0,0.0,1330,U,uid://A001/X200/X1773
310,uid://A001/X1fc/X4f,hopechen,Angular momentum of starless cores: survey of cores across different scales,2015.1.01608.S,999999.0,0,C,Phase1Submitted,uid://A001/X1fc/X50,NA,0,uid___A001_X1fc_X4f.xml,3,3.0,1.7,3.4,6.7,0.0,1331,U,uid://A001/X200/X1769
311,uid://A001/X1ed/X28c,aladro,Structure and Star Formation in the Outflows of Active Galaxies,2015.1.00373.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X28d,EU,0,uid___A001_X1ed_X28c.xml,2,3.0,4.2,0.0,0.0,0.0,1212,U,uid://A001/X201/X5bb
312,uid://A001/X1ac/X15,herrera,On the dominant stellar feedback mechanism in massive Super Star Clusters,2015.1.00038.S,369.0,0,B,Phase1Submitted,uid://A001/X1ac/X16,EA,0,uid___A001_X1ac_X15.xml,2,7.0,2.5,0.0,0.0,0.0,369,B,uid://A001/X200/X122d
313,uid://A001/X1ee/X56c,chengjiunma,Submillimeter galaxies in high redshift cluste XCSJ2215,2015.1.00575.S,611.0,0,C,Phase1Submitted,uid://A001/X1ee/X56d,EU,0,uid___A001_X1ee_X56c.xml,1,36.0,1.6,0.0,0.0,0.0,611,C,uid://A001/X200/X859
314,uid://A001/X1ed/X666,fogasy,Star formation outside of powerful AGN host galaxies,2015.1.00661.S,166.0,0,B,Phase1Submitted,uid://A001/X1ed/X667,EU,0,uid___A001_X1ed_X666.xml,1,3746.0,5.9,0.0,0.0,0.0,166,B,uid://A001/X201/X22c
315,uid://A001/X1ed/Xb37,nperetto,What can hubs tell us on massive star formation?,2015.1.01014.S,430.0,0,C,Phase1Submitted,uid://A001/X1ed/Xb38,EU,0,uid___A001_X1ed_Xb37.xml,3,3.0,7.0,14.1,28.2,0.0,430,C,uid://A001/X201/X9da
316,uid://A001/X1ed/X74,rdelphine,NGC6357MDC,2015.1.00218.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X75,EU,0,uid___A001_X1ed_X74.xml,3,3.0,5.8,0.0,0.0,0.0,1358,U,uid://A001/X200/Xdf
317,uid://A001/X1ee/Xe34,rgilii777,The early coevolution of galaxies and black holes,2015.1.01205.S,714.0,0,C,Phase1Submitted,uid://A001/X1ee/Xe35,EU,0,uid___A001_X1ee_Xe34.xml,1,4.0,5.0,0.0,0.0,0.0,714,C,uid://A001/X200/X103d
318,uid://A001/X1ee/X17c,pcortes,Interferometric mapping of magnetic fields in the W43 mini-starburst,2015.1.00289.S,596.0,0,C,Phase1Submitted,uid://A001/X1ee/X17d,NA,0,uid___A001_X1ee_X17c.xml,3,6.0,6.9,0.0,0.0,6.9,596,U,uid://A001/X200/X346
319,uid://A001/X1ed/X922,jpineda,Methanol marks the spot: Gravitational heating in a quadruple system in formation,2015.1.00867.S,416.0,0,C,Phase1Submitted,uid://A001/X1ed/X923,EU,0,uid___A001_X1ed_X922.xml,3,6.0,0.9,0.0,0.0,0.0,416,C,uid://A001/X200/Xae3
320,uid://A001/X1fb/X9c,ananicuesa,Resolving starburst galaxies that hosted short GRBs,2015.1.01610.S,999999.0,0,C,Phase1Submitted,uid://A001/X1fb/X9d,EU,0,uid___A001_X1fb_X9c.xml,1,6.0,4.4,0.0,0.0,0.0,1198,U,uid://A001/X200/X1779
321,uid://A001/X1fc/X5b,allisonman,The Cause of Death : First Revelation of the Dust and Gas Conditions in Recently Quenched Galaxies,2015.1.01611.S,999999.0,0,C,Phase1Submitted,uid://A001/X1fc/X5c,EU,0,uid___A001_X1fc_X5b.xml,1,36.0,3.7,0.0,0.0,3.3,1122,U,uid://A001/X200/X1783
322,uid://A001/X1ed/X7d2,gallerani,Constraining the excitation conditions of molecular gas in z~6 quasars,2015.1.00771.S,1038.0,0,C,Phase1Submitted,uid://A001/X1ed/X7d3,EU,0,uid___A001_X1ed_X7d2.xml,1,6.0,8.0,0.0,0.0,0.0,1038,U,uid://A001/X200/X579
323,uid://A001/X1ed/Xaa3,cbrogan,Resolving the Kinematics and Chemistry of the HL Tau Protoplanetary Disk,2015.1.00975.S,769.0,0,C,Phase1Submitted,uid://A001/X1ed/Xaa4,NA,0,uid___A001_X1ed_Xaa3.xml,4,7.0,11.4,0.0,0.0,11.4,769,U,uid://A001/X200/Xdc6
324,uid://A001/X1ed/X1221,hiranoneko,Wide-angle wind at the base of the L1448C(N) protostellar jet,2015.1.01435.S,637.0,0,C,Phase1Submitted,uid://A001/X1ed/X1222,EA,0,uid___A001_X1ed_X1221.xml,3,7.0,3.6,0.0,0.0,0.0,637,U,uid://A001/X201/Xb73
325,uid://A001/X1ee/X572,lgomez,"Initial gas structure in a cold, massive clump: cluster formation in its earliest stages",2015.1.00577.S,1115.0,0,C,Phase1Submitted,uid://A001/X1ee/X573,CL,0,uid___A001_X1ee_X572.xml,3,6.0,3.6,7.1,14.3,0.0,1115,U,uid://A001/X200/X861
326,uid://A001/X1ee/Xaa8,hectorcan,Z CMa as a laboratory to study early stellar evolution,2015.1.00968.S,925.0,0,C,Phase1Submitted,uid://A001/X1ee/Xaa9,CL,0,uid___A001_X1ee_Xaa8.xml,3,7.0,2.0,0.0,0.0,0.0,925,U,uid://A001/X200/Xdac
